indicator,type,first_seen,last_seen,count
ftp49:changeme,credential,2026-03-13T15:48:33Z,2026-03-14T18:30:40Z,6
ftp66:passw0rd,credential,2026-03-14T04:47:32Z,2026-03-15T12:25:19Z,6
ftp88:qazwsx5365,credential,2026-03-11T19:39:33Z,2026-03-13T09:22:34Z,6
ftp88:toor7031,credential,2026-03-15T18:36:05Z,2026-03-16T02:01:17Z,6
ftp_mongodb:1qaz@WSX,credential,2026-03-14T20:24:43Z,2026-03-15T18:06:05Z,6
ftp_mongodb:passw0rd,credential,2026-03-15T07:09:36Z,2026-03-15T15:02:32Z,6
ftp_mongodb:qwerty,credential,2026-03-10T04:38:59Z,2026-03-16T03:00:56Z,6
ftpuser4:passw0rd,credential,2026-03-10T08:41:32Z,2026-03-13T18:13:14Z,6
ftpuser4:raspberry,credential,2026-03-14T11:05:27Z,2026-03-15T15:42:04Z,6
ftpuser4:test1779,credential,2026-03-10T20:19:00Z,2026-03-11T11:08:24Z,6
ftpuser:admin3742,credential,2026-03-15T00:26:41Z,2026-03-15T13:47:05Z,6
ftpuser:system4670,credential,2026-03-13T21:22:12Z,2026-03-16T00:54:20Z,6
ftpuser_dev:system,credential,2026-03-12T06:58:46Z,2026-03-13T18:22:22Z,6
ftpuser_hadoop:mysql1132,credential,2026-03-13T17:33:22Z,2026-03-15T11:52:37Z,6
ftpuser_hadoop:passw0rd7791,credential,2026-03-14T11:36:34Z,2026-03-14T14:35:13Z,6
ftpuser_redis:baseball,credential,2026-03-15T19:49:37Z,2026-03-15T22:45:05Z,6
gitlab37:1111111465,credential,2026-03-10T16:09:04Z,2026-03-13T05:48:29Z,6
gitlab37:Admin2025!,credential,2026-03-11T16:07:17Z,2026-03-14T11:09:13Z,6
gitlab37:football6588,credential,2026-03-14T07:48:11Z,2026-03-15T18:54:11Z,6
gitlab37:iloveyou1674,credential,2026-03-11T02:54:25Z,2026-03-12T17:15:04Z,6
gitlab37:zaq12wsx7974,credential,2026-03-13T10:16:15Z,2026-03-14T08:18:28Z,6
gitlab:Pass20259540,credential,2026-03-13T03:22:29Z,2026-03-14T09:29:53Z,6
gitlab_redis:changeme,credential,2026-03-15T12:17:11Z,2026-03-16T02:48:57Z,6
guest1:iloveyou8872,credential,2026-03-15T09:11:43Z,2026-03-15T22:24:33Z,6
h352:zaq12wsx3226,credential,2026-03-13T09:09:31Z,2026-03-13T18:44:49Z,6
h448:1234567,credential,2026-03-09T12:57:08Z,2026-03-10T08:57:03Z,6
h448:toor,credential,2026-03-09T04:59:50Z,2026-03-12T22:12:57Z,6
h515:raspberry9951,credential,2026-03-09T22:25:54Z,2026-03-10T19:30:40Z,6
hadoop5:asdfgh8721,credential,2026-03-13T11:37:55Z,2026-03-14T23:28:57Z,6
hadoop5:qazwsx,credential,2026-03-11T02:04:23Z,2026-03-13T05:04:54Z,6
hadoop_service:000000,credential,2026-03-13T02:20:01Z,2026-03-13T14:48:14Z,6
hadoop_service:postgres3173,credential,2026-03-12T08:26:31Z,2026-03-13T12:07:49Z,6
hadoop_zabbix:zaq12wsx2018,credential,2026-03-10T05:45:06Z,2026-03-15T05:49:32Z,6
i10:2026@abc4212,credential,2026-03-12T16:06:35Z,2026-03-15T08:59:25Z,6
i572:123456786010,credential,2026-03-10T08:16:12Z,2026-03-11T03:20:49Z,6
i572:mysql2265,credential,2026-03-12T11:26:53Z,2026-03-14T02:58:17Z,6
i572:zaq12wsx2403,credential,2026-03-16T00:52:34Z,2026-03-16T00:57:02Z,6
i638:princess1213,credential,2026-03-09T16:53:29Z,2026-03-14T03:03:37Z,6
i675:master6040,credential,2026-03-14T17:48:00Z,2026-03-14T19:17:49Z,6
i675:server,credential,2026-03-09T17:43:51Z,2026-03-12T12:09:21Z,6
i675:sunshine,credential,2026-03-15T10:02:13Z,2026-03-15T11:12:13Z,6
i781:123456781669,credential,2026-03-14T07:24:37Z,2026-03-15T20:59:37Z,6
i781:debian,credential,2026-03-14T17:04:54Z,2026-03-15T00:26:01Z,6
i781:qazwsx,credential,2026-03-12T18:01:04Z,2026-03-13T02:22:10Z,6
j676:qazwsx2409,credential,2026-03-10T21:28:21Z,2026-03-16T00:56:19Z,6
jenkins50:root4670,credential,2026-03-11T17:42:23Z,2026-03-15T17:34:33Z,6
jenkins50:toor1576,credential,2026-03-11T12:55:52Z,2026-03-13T00:11:02Z,6
jenkins:centos2653,credential,2026-03-10T15:53:55Z,2026-03-11T08:13:15Z,6
jenkins_operator:centos4625,credential,2026-03-09T12:47:24Z,2026-03-13T07:57:13Z,6
k207:Admin2025!9611,credential,2026-03-14T18:36:51Z,2026-03-15T18:00:30Z,6
k207:asdfgh7383,credential,2026-03-14T08:46:53Z,2026-03-15T15:55:01Z,6
k537:123456781863,credential,2026-03-10T17:35:12Z,2026-03-13T16:11:29Z,6
k537:test5380,credential,2026-03-09T07:00:49Z,2026-03-13T20:29:55Z,6
k610:asdfgh1955,credential,2026-03-11T15:31:27Z,2026-03-12T13:53:53Z,6
k975:12344856,credential,2026-03-15T13:05:31Z,2026-03-15T22:34:54Z,6
l183:P@ssw0rd,credential,2026-03-09T18:52:44Z,2026-03-13T03:13:14Z,6
l399:football5809,credential,2026-03-13T23:15:40Z,2026-03-14T16:19:07Z,6
l469:debian3658,credential,2026-03-11T01:42:11Z,2026-03-11T15:12:42Z,6
l469:master6840,credential,2026-03-12T19:21:47Z,2026-03-14T16:35:00Z,6
l469:toor4701,credential,2026-03-11T05:22:13Z,2026-03-11T23:10:35Z,6
l486:football,credential,2026-03-13T20:30:32Z,2026-03-14T06:24:28Z,6
l872:Pass2025,credential,2026-03-13T20:49:48Z,2026-03-16T02:54:01Z,6
m239:123456787976,credential,2026-03-09T04:30:45Z,2026-03-14T20:04:26Z,6
m332:P@ssw0rd,credential,2026-03-11T04:16:38Z,2026-03-12T01:04:55Z,6
m332:monkey,credential,2026-03-14T02:59:48Z,2026-03-15T18:13:12Z,6
m601:changeme1701,credential,2026-03-12T05:17:55Z,2026-03-13T11:23:09Z,6
m601:passw0rd,credential,2026-03-11T07:26:55Z,2026-03-14T06:11:04Z,6
m648:asdfgh9489,credential,2026-03-09T08:51:05Z,2026-03-11T20:20:28Z,6
m648:guest,credential,2026-03-14T22:26:33Z,2026-03-15T05:49:11Z,6
m648:monkey8093,credential,2026-03-10T23:39:42Z,2026-03-16T02:45:24Z,6
m648:root8022,credential,2026-03-10T11:35:13Z,2026-03-15T05:57:01Z,6
m799:Pass2025,credential,2026-03-10T19:30:37Z,2026-03-15T03:52:32Z,6
minecraft64:qazwsx,credential,2026-03-14T16:33:24Z,2026-03-15T12:47:43Z,6
minecraft64:raspberry3872,credential,2026-03-14T08:56:36Z,2026-03-15T17:07:26Z,6
minecraft65:1234,credential,2026-03-16T01:09:21Z,2026-03-16T01:37:58Z,6
minecraft65:toor8276,credential,2026-03-13T04:51:48Z,2026-03-15T13:59:58Z,6
minecraft:ubuntu5069,credential,2026-03-11T19:30:01Z,2026-03-13T20:20:14Z,6
mongodb12:123456786969,credential,2026-03-13T07:41:00Z,2026-03-13T21:11:18Z,6
mongodb61:Admin2025!2757,credential,2026-03-12T20:24:42Z,2026-03-13T13:04:16Z,6
mongodb94:root4500,credential,2026-03-14T18:23:06Z,2026-03-15T14:35:53Z,6
mongodb:master,credential,2026-03-11T21:35:21Z,2026-03-15T07:27:41Z,6
mongodb:oracle1087,credential,2026-03-13T00:54:24Z,2026-03-15T03:48:14Z,6
mongodb_ci:raspberry4380,credential,2026-03-11T03:57:14Z,2026-03-11T19:38:08Z,6
mongodb_ci:toor6870,credential,2026-03-12T01:05:18Z,2026-03-15T16:53:03Z,6
mongodb_mysql:qwerty7462,credential,2026-03-12T18:47:46Z,2026-03-14T10:19:56Z,6
mongodb_nagios:1234567200,credential,2026-03-11T16:18:32Z,2026-03-11T18:06:37Z,6
mongodb_nagios:letmein,credential,2026-03-14T12:18:34Z,2026-03-14T12:43:06Z,6
mongodb_nagios:princess1576,credential,2026-03-11T09:27:22Z,2026-03-12T07:21:52Z,6
mongodb_vagrant:12345,credential,2026-03-12T12:04:35Z,2026-03-13T09:14:46Z,6
mongodb_vagrant:mysql4847,credential,2026-03-13T19:00:03Z,2026-03-14T17:11:52Z,6
monitor82:sunshine4457,credential,2026-03-13T08:06:33Z,2026-03-15T04:05:58Z,6
monitor:baseball1380,credential,2026-03-15T09:31:21Z,2026-03-15T15:48:28Z,6
monitor_jenkins:zaq12wsx,credential,2026-03-11T06:41:23Z,2026-03-14T20:45:04Z,6
mysql48:test349,credential,2026-03-13T19:55:19Z,2026-03-15T14:54:34Z,6
mysql60:postgres7874,credential,2026-03-12T03:49:24Z,2026-03-15T00:27:08Z,6
mysql:dragon1501,credential,2026-03-12T09:31:50Z,2026-03-13T17:10:27Z,6
mysql:password7271,credential,2026-03-09T17:02:18Z,2026-03-12T23:54:46Z,6
mysql:server4119,credential,2026-03-12T16:17:48Z,2026-03-13T13:34:05Z,6
mysql_chef:changeme,credential,2026-03-10T16:33:17Z,2026-03-13T19:28:22Z,6
mysql_chef:root,credential,2026-03-13T17:46:50Z,2026-03-15T11:58:21Z,6
mysql_support:abc123,credential,2026-03-12T11:15:27Z,2026-03-12T12:21:11Z,6
n207:1234567893431,credential,2026-03-12T21:25:45Z,2026-03-15T00:43:45Z,6
n207:guest5244,credential,2026-03-10T06:30:22Z,2026-03-10T12:22:32Z,6
n214:12345,credential,2026-03-13T18:46:41Z,2026-03-15T05:26:49Z,6
n214:baseball9616,credential,2026-03-09T08:08:39Z,2026-03-10T16:04:30Z,6
n231:passw0rd3504,credential,2026-03-14T03:29:59Z,2026-03-14T15:57:28Z,6
n267:test9907,credential,2026-03-12T16:58:38Z,2026-03-15T14:12:33Z,6
n480:monkey8034,credential,2026-03-13T03:44:52Z,2026-03-15T07:28:06Z,6
nagios29:Admin2025!,credential,2026-03-12T09:15:42Z,2026-03-13T01:37:31Z,6
nagios29:root723,credential,2026-03-14T21:56:22Z,2026-03-15T00:06:54Z,6
nagios55:abc1237116,credential,2026-03-14T19:07:20Z,2026-03-15T06:55:37Z,6
nagios74:root6629,credential,2026-03-12T23:56:38Z,2026-03-14T10:58:34Z,6
nagios98:123456789,credential,2026-03-14T08:29:17Z,2026-03-15T00:25:10Z,6
nagios:letmein2358,credential,2026-03-14T18:48:55Z,2026-03-15T15:45:05Z,6
nagios_ansible:asdfgh,credential,2026-03-10T16:50:55Z,2026-03-15T06:15:49Z,6
nginx35:P@ssw0rd,credential,2026-03-11T02:18:11Z,2026-03-13T00:46:30Z,6
nginx35:changeme5898,credential,2026-03-15T18:01:02Z,2026-03-15T23:30:23Z,6
nginx97:123456,credential,2026-03-13T04:11:03Z,2026-03-15T16:20:58Z,6
nginx97:oracle6775,credential,2026-03-10T23:50:03Z,2026-03-13T02:36:07Z,6
nginx:admin,credential,2026-03-11T05:24:00Z,2026-03-11T11:51:49Z,6
nginx:baseball898,credential,2026-03-10T21:47:55Z,2026-03-12T21:13:49Z,6
nginx:letmein9262,credential,2026-03-15T18:01:13Z,2026-03-15T20:27:19Z,6
o149:123453728,credential,2026-03-15T22:46:37Z,2026-03-16T02:23:47Z,6
o149:password2296,credential,2026-03-11T10:14:20Z,2026-03-12T12:32:51Z,6
o149:postgres2397,credential,2026-03-12T09:54:21Z,2026-03-14T18:40:28Z,6
o149:zaq12wsx,credential,2026-03-11T16:13:19Z,2026-03-11T19:25:16Z,6
operator29:oracle5173,credential,2026-03-15T05:45:51Z,2026-03-15T17:55:42Z,6
operator29:postgres3818,credential,2026-03-14T05:48:47Z,2026-03-14T13:08:45Z,6
operator56:2026@abc6614,credential,2026-03-12T01:34:11Z,2026-03-14T22:01:28Z,6
operator63:debian8382,credential,2026-03-09T10:32:47Z,2026-03-09T12:51:51Z,6
operator89:baseball,credential,2026-03-09T07:56:48Z,2026-03-14T21:54:15Z,6
operator_hadoop:monkey,credential,2026-03-11T22:43:00Z,2026-03-13T01:00:11Z,6
p495:raspberry692,credential,2026-03-12T10:23:27Z,2026-03-13T19:47:20Z,6
p499:123456785410,credential,2026-03-14T16:29:23Z,2026-03-15T05:13:34Z,6
p499:support8332,credential,2026-03-15T22:19:50Z,2026-03-16T00:36:29Z,6
p649:password6380,credential,2026-03-09T08:31:16Z,2026-03-11T22:55:18Z,6
p824:P@ssw0rd431,credential,2026-03-12T17:50:37Z,2026-03-14T08:55:19Z,6
p824:centos5487,credential,2026-03-10T19:58:09Z,2026-03-15T16:17:21Z,6
p824:football2165,credential,2026-03-12T15:06:50Z,2026-03-13T21:21:43Z,6
prod48:1234568093,credential,2026-03-15T07:27:54Z,2026-03-15T07:57:09Z,6
prod91:ubuntu5211,credential,2026-03-11T04:51:35Z,2026-03-11T20:19:14Z,6
prod_backup:P@ssw0rd6358,credential,2026-03-11T07:58:08Z,2026-03-14T11:07:13Z,6
prod_backup:changeme6967,credential,2026-03-13T03:03:27Z,2026-03-15T07:29:29Z,6
prod_docker:000000,credential,2026-03-13T09:16:30Z,2026-03-13T19:19:32Z,6
prod_docker:postgres6404,credential,2026-03-15T21:17:24Z,2026-03-16T01:03:07Z,6
prod_www:guest,credential,2026-03-11T14:59:53Z,2026-03-15T06:34:47Z,6
prod_www:letmein7159,credential,2026-03-12T23:26:15Z,2026-03-13T06:04:57Z,6
puppet:1234567893332,credential,2026-03-15T06:46:52Z,2026-03-15T22:42:00Z,6
puppet:asdfgh3587,credential,2026-03-15T13:35:00Z,2026-03-15T13:42:43Z,6
puppet:letmein9571,credential,2026-03-09T08:01:35Z,2026-03-15T18:17:03Z,6
puppet_webadmin:princess1058,credential,2026-03-11T14:23:12Z,2026-03-15T20:16:56Z,6
q239:abc1236726,credential,2026-03-13T15:23:03Z,2026-03-14T08:26:37Z,6
q239:princess,credential,2026-03-16T02:07:29Z,2026-03-16T02:56:13Z,6
q239:qazwsx,credential,2026-03-10T23:54:51Z,2026-03-14T20:33:41Z,6
r539:guest4654,credential,2026-03-15T09:47:41Z,2026-03-15T18:25:45Z,6
r896:football3416,credential,2026-03-11T13:28:44Z,2026-03-15T12:56:15Z,6
r943:root,credential,2026-03-09T08:18:47Z,2026-03-12T07:11:39Z,6
r943:root5031,credential,2026-03-13T22:57:36Z,2026-03-15T11:31:59Z,6
r943:test,credential,2026-03-09T08:26:56Z,2026-03-09T16:07:19Z,6
r943:toor455,credential,2026-03-12T13:34:20Z,2026-03-14T03:49:01Z,6
redis66:asdfgh5186,credential,2026-03-10T19:29:28Z,2026-03-15T10:29:24Z,6
redis66:centos,credential,2026-03-14T10:44:48Z,2026-03-16T02:10:11Z,6
redis66:qwerty2003,credential,2026-03-13T10:41:13Z,2026-03-14T16:59:59Z,6
redis:football8298,credential,2026-03-14T17:04:05Z,2026-03-15T18:34:06Z,6
redis_jenkins:test6995,credential,2026-03-09T19:10:04Z,2026-03-11T20:17:31Z,6
s920:letmein8680,credential,2026-03-15T15:59:41Z,2026-03-16T02:48:58Z,6
s940:Admin2025!,credential,2026-03-15T22:49:44Z,2026-03-15T23:35:41Z,6
service31:1q2w3e4r5866,credential,2026-03-13T19:43:34Z,2026-03-14T20:50:09Z,6
service56:1111112832,credential,2026-03-13T22:47:09Z,2026-03-16T02:35:30Z,6
service91:test5279,credential,2026-03-12T12:37:46Z,2026-03-15T22:25:11Z,6
service_backup:sunshine4100,credential,2026-03-15T18:34:53Z,2026-03-15T22:17:57Z,6
service_prod:raspberry5195,credential,2026-03-12T09:09:19Z,2026-03-15T02:34:39Z,6
staging51:abc1237477,credential,2026-03-11T23:21:52Z,2026-03-15T12:00:17Z,6
staging51:raspberry4998,credential,2026-03-13T19:05:10Z,2026-03-16T02:53:12Z,6
staging68:P@ssw0rd,credential,2026-03-14T19:09:49Z,2026-03-15T16:08:50Z,6
staging68:passw0rd7229,credential,2026-03-15T10:50:39Z,2026-03-15T12:49:01Z,6
staging90:postgres9770,credential,2026-03-10T08:41:56Z,2026-03-15T03:21:12Z,6
staging:123456789,credential,2026-03-11T18:19:27Z,2026-03-14T08:09:43Z,6
staging:iloveyou6326,credential,2026-03-11T00:23:11Z,2026-03-15T01:34:53Z,6
staging:raspberry,credential,2026-03-14T18:01:46Z,2026-03-15T03:40:14Z,6
staging_tomcat:Server2026,credential,2026-03-15T10:06:08Z,2026-03-15T23:57:29Z,6
steam16:monkey8301,credential,2026-03-15T13:44:50Z,2026-03-15T15:15:47Z,6
steam:123456789,credential,2026-03-12T15:09:31Z,2026-03-14T20:51:13Z,6
steam:baseball,credential,2026-03-14T08:08:25Z,2026-03-15T08:57:28Z,6
steam_debian:123454082,credential,2026-03-10T11:18:27Z,2026-03-12T05:41:26Z,6
steam_debian:Admin2025!,credential,2026-03-12T12:54:49Z,2026-03-15T07:41:49Z,6
steam_debian:debian,credential,2026-03-14T13:27:35Z,2026-03-15T15:41:46Z,6
steam_debian:test2642,credential,2026-03-13T07:54:58Z,2026-03-15T06:14:47Z,6
steam_debian:ubuntu4961,credential,2026-03-12T05:48:08Z,2026-03-14T08:05:51Z,6
steam_debian:zaq12wsx1304,credential,2026-03-14T02:40:40Z,2026-03-14T20:09:29Z,6
steam_mongodb:qwerty9357,credential,2026-03-14T21:11:15Z,2026-03-15T22:55:41Z,6
support60:12345676054,credential,2026-03-10T12:46:08Z,2026-03-12T06:06:13Z,6
support60:12345678,credential,2026-03-11T13:25:40Z,2026-03-13T02:54:49Z,6
support60:root,credential,2026-03-11T11:47:50Z,2026-03-13T13:30:27Z,6
support60:system,credential,2026-03-14T10:34:57Z,2026-03-14T13:46:52Z,6
support60:system2670,credential,2026-03-12T16:27:00Z,2026-03-15T12:28:19Z,6
support89:000000174,credential,2026-03-11T10:54:12Z,2026-03-12T23:31:28Z,6
support89:123456789,credential,2026-03-14T19:22:43Z,2026-03-14T22:14:57Z,6
support_teamspeak:ubuntu,credential,2026-03-09T18:15:21Z,2026-03-14T18:39:03Z,6
support_vagrant:123458542,credential,2026-03-12T19:12:14Z,2026-03-15T08:38:01Z,6
support_vagrant:test,credential,2026-03-13T02:59:56Z,2026-03-15T09:34:45Z,6
sysadmin76:iloveyou,credential,2026-03-11T00:14:58Z,2026-03-15T12:18:16Z,6
sysadmin76:sunshine6538,credential,2026-03-10T18:37:21Z,2026-03-13T17:50:21Z,6
sysadmin76:toor,credential,2026-03-15T21:26:59Z,2026-03-16T02:03:04Z,6
sysadmin:letmein,credential,2026-03-14T07:03:09Z,2026-03-14T17:41:41Z,6
sysadmin:mysql5572,credential,2026-03-15T04:59:40Z,2026-03-16T01:38:44Z,6
sysadmin_centos:Admin2025!239,credential,2026-03-12T10:06:49Z,2026-03-13T10:48:17Z,6
t211:debian,credential,2026-03-10T22:25:36Z,2026-03-14T02:21:25Z,6
t351:1q2w3e4r,credential,2026-03-11T05:57:44Z,2026-03-13T08:02:49Z,6
t351:sunshine9426,credential,2026-03-14T14:23:37Z,2026-03-15T00:09:10Z,6
t603:12342129,credential,2026-03-12T08:14:46Z,2026-03-13T15:40:25Z,6
t603:test7105,credential,2026-03-10T16:53:15Z,2026-03-10T18:24:39Z,6
teamspeak14:dragon,credential,2026-03-09T17:54:32Z,2026-03-14T15:45:03Z,6
teamspeak14:princess3528,credential,2026-03-09T16:50:42Z,2026-03-12T21:43:01Z,6
teamspeak53:postgres6328,credential,2026-03-13T15:42:34Z,2026-03-14T20:10:00Z,6
teamspeak71:qazwsx,credential,2026-03-16T00:11:08Z,2026-03-16T01:30:44Z,6
teamspeak71:root,credential,2026-03-15T09:08:02Z,2026-03-15T14:11:46Z,6
teamspeak71:root258,credential,2026-03-15T15:15:40Z,2026-03-15T22:44:08Z,6
teamspeak71:root369,credential,2026-03-09T22:09:59Z,2026-03-14T01:41:19Z,6
teamspeak_dev:1qaz@WSX,credential,2026-03-10T12:16:22Z,2026-03-11T15:39:55Z,6
tomcat32:welcome5543,credential,2026-03-14T20:12:00Z,2026-03-14T21:53:16Z,6
tomcat56:1q2w3e4r,credential,2026-03-14T14:25:41Z,2026-03-15T21:01:10Z,6
tomcat56:mysql1233,credential,2026-03-09T17:46:09Z,2026-03-14T02:10:18Z,6
tomcat:football,credential,2026-03-14T17:31:20Z,2026-03-14T21:28:13Z,6
tomcat_build:root2948,credential,2026-03-09T12:56:31Z,2026-03-14T20:43:35Z,6
u10138:1234,credential,2026-03-12T12:57:49Z,2026-03-12T15:51:52Z,6
u10138:1234226,credential,2026-03-15T05:48:59Z,2026-03-15T17:38:46Z,6
u12582:server,credential,2026-03-09T22:36:19Z,2026-03-13T10:26:33Z,6
u13045:123455784,credential,2026-03-15T04:38:40Z,2026-03-15T05:05:06Z,6
u13045:iloveyou3244,credential,2026-03-14T18:51:35Z,2026-03-16T02:04:12Z,6
u13045:test1006,credential,2026-03-12T08:15:32Z,2026-03-14T14:49:47Z,6
u138:0000007413,credential,2026-03-14T08:39:22Z,2026-03-15T21:16:53Z,6
u138:system,credential,2026-03-15T09:11:49Z,2026-03-16T02:44:18Z,6
u15083:000000,credential,2026-03-13T02:21:23Z,2026-03-15T15:11:39Z,6
u15083:123456789378,credential,2026-03-14T00:03:50Z,2026-03-14T16:13:13Z,6
u15083:monkey8220,credential,2026-03-14T08:58:04Z,2026-03-14T23:22:25Z,6
u15083:password8706,credential,2026-03-14T05:15:05Z,2026-03-14T17:08:45Z,6
u15083:zaq12wsx,credential,2026-03-15T08:59:01Z,2026-03-15T23:14:25Z,6
u203:oracle2387,credential,2026-03-11T01:05:15Z,2026-03-12T05:50:22Z,6
u203:password,credential,2026-03-12T00:12:14Z,2026-03-15T09:52:54Z,6
u21890:centos6189,credential,2026-03-09T18:53:41Z,2026-03-13T16:56:56Z,6
u22753:monkey2724,credential,2026-03-15T19:33:48Z,2026-03-16T00:32:56Z,6
u22753:root2424,credential,2026-03-13T07:21:01Z,2026-03-15T05:07:33Z,6
u23040:password,credential,2026-03-09T08:54:19Z,2026-03-15T03:28:17Z,6
u25427:000000,credential,2026-03-13T02:58:48Z,2026-03-13T05:59:35Z,6
u25427:1234567,credential,2026-03-09T23:38:20Z,2026-03-12T21:40:42Z,6
u30786:123456,credential,2026-03-09T23:44:11Z,2026-03-15T08:57:44Z,6
u31971:12345,credential,2026-03-11T03:23:29Z,2026-03-12T16:09:38Z,6
u31971:2026@abc4408,credential,2026-03-11T08:43:01Z,2026-03-15T22:42:11Z,6
u31971:toor8021,credential,2026-03-12T17:14:26Z,2026-03-13T12:02:32Z,6
u3252:1q2w3e4r6272,credential,2026-03-11T22:25:04Z,2026-03-13T18:14:58Z,6
u33702:12345,credential,2026-03-10T21:06:28Z,2026-03-14T12:25:47Z,6
u34353:Server20266671,credential,2026-03-11T08:37:23Z,2026-03-15T04:24:30Z,6
u34357:zaq12wsx,credential,2026-03-11T22:43:28Z,2026-03-12T06:31:51Z,6
u3645:asdfgh1972,credential,2026-03-12T18:22:18Z,2026-03-14T22:10:18Z,6
u3645:toor4650,credential,2026-03-10T05:42:11Z,2026-03-13T22:26:56Z,6
u37257:Admin2025!3507,credential,2026-03-09T15:56:33Z,2026-03-13T18:03:47Z,6
u37847:raspberry7171,credential,2026-03-15T19:19:34Z,2026-03-16T02:03:42Z,6
u3929:qazwsx9142,credential,2026-03-14T01:40:08Z,2026-03-14T20:07:03Z,6
u41624:admin,credential,2026-03-14T04:54:40Z,2026-03-14T18:09:02Z,6
u41624:debian2931,credential,2026-03-13T03:54:28Z,2026-03-14T13:51:31Z,6
u42153:Pass2025,credential,2026-03-13T08:15:31Z,2026-03-15T00:18:25Z,6
u42153:qazwsx1604,credential,2026-03-14T22:02:38Z,2026-03-15T10:08:57Z,6
u45022:12345675407,credential,2026-03-09T05:41:10Z,2026-03-13T06:24:58Z,6
u45022:Pass20252786,credential,2026-03-09T23:19:45Z,2026-03-10T14:39:42Z,6
u45764:support1382,credential,2026-03-10T02:42:42Z,2026-03-15T19:18:29Z,6
u46190:debian,credential,2026-03-15T07:33:05Z,2026-03-15T19:53:46Z,6
u48054:1234567896451,credential,2026-03-12T01:18:44Z,2026-03-16T03:07:08Z,6
u50287:12345674851,credential,2026-03-10T16:01:55Z,2026-03-15T21:32:21Z,6
u50287:iloveyou,credential,2026-03-11T02:51:42Z,2026-03-15T00:44:22Z,6
u50552:1q2w3e4r9466,credential,2026-03-14T12:52:17Z,2026-03-15T01:45:50Z,6
u50552:oracle1403,credential,2026-03-14T10:23:45Z,2026-03-14T12:41:46Z,6
u5075:12342598,credential,2026-03-09T06:58:43Z,2026-03-13T05:51:31Z,6
u5075:passw0rd5612,credential,2026-03-15T04:50:32Z,2026-03-15T23:26:59Z,6
u5075:zaq12wsx3057,credential,2026-03-11T03:30:06Z,2026-03-14T07:48:06Z,6
u52451:1234564600,credential,2026-03-11T19:03:15Z,2026-03-15T11:52:08Z,6
u52451:monkey3249,credential,2026-03-15T21:36:30Z,2026-03-16T00:17:21Z,6
u52451:postgres,credential,2026-03-11T01:31:09Z,2026-03-12T23:09:28Z,6
u5250:iloveyou,credential,2026-03-14T14:06:05Z,2026-03-15T12:12:23Z,6
u5250:server5910,credential,2026-03-15T00:59:05Z,2026-03-15T22:45:12Z,6
u5250:toor7170,credential,2026-03-13T20:28:39Z,2026-03-14T18:05:34Z,6
u58766:iloveyou,credential,2026-03-14T01:31:39Z,2026-03-14T13:51:53Z,6
u58766:sunshine,credential,2026-03-14T08:23:51Z,2026-03-14T20:44:28Z,6
u58766:ubuntu9906,credential,2026-03-14T03:50:27Z,2026-03-15T14:25:24Z,6
u5946:123456785716,credential,2026-03-15T18:53:09Z,2026-03-16T00:24:50Z,6
u59923:2026@abc,credential,2026-03-15T17:12:51Z,2026-03-15T23:03:11Z,6
u59923:support8659,credential,2026-03-11T07:33:04Z,2026-03-13T06:34:24Z,6
u6048:asdfgh286,credential,2026-03-12T06:25:04Z,2026-03-13T21:17:57Z,6
u6048:baseball,credential,2026-03-11T22:40:09Z,2026-03-15T05:27:10Z,6
u6048:welcome9505,credential,2026-03-11T22:51:22Z,2026-03-14T20:55:29Z,6
u60543:server9999,credential,2026-03-10T16:09:03Z,2026-03-13T14:17:25Z,6
u60543:sunshine,credential,2026-03-14T14:10:20Z,2026-03-15T08:07:13Z,6
u60543:sunshine5519,credential,2026-03-10T22:33:03Z,2026-03-14T23:44:41Z,6
u60543:welcome,credential,2026-03-12T23:23:21Z,2026-03-15T11:28:29Z,6
u60566:123452029,credential,2026-03-09T22:16:41Z,2026-03-10T23:49:44Z,6
u60566:asdfgh5159,credential,2026-03-11T11:48:34Z,2026-03-13T07:44:55Z,6
u6069:123452593,credential,2026-03-12T18:59:40Z,2026-03-16T01:04:55Z,6
u61704:123456788286,credential,2026-03-11T01:27:05Z,2026-03-13T09:58:45Z,6
u61704:1234567894548,credential,2026-03-09T10:49:09Z,2026-03-13T17:57:43Z,6
u62750:2026@abc,credential,2026-03-13T13:57:22Z,2026-03-14T13:04:17Z,6
u62750:P@ssw0rd1971,credential,2026-03-09T08:28:44Z,2026-03-11T12:11:08Z,6
u62750:princess8481,credential,2026-03-13T00:13:53Z,2026-03-14T06:53:33Z,6
u65446:oracle396,credential,2026-03-10T16:15:05Z,2026-03-14T02:03:15Z,6
u659:123456781045,credential,2026-03-15T22:55:15Z,2026-03-16T01:01:52Z,6
u659:centos,credential,2026-03-10T15:00:20Z,2026-03-15T01:06:08Z,6
u68732:abc1238358,credential,2026-03-14T19:58:57Z,2026-03-15T00:32:55Z,6
u68:12345678,credential,2026-03-15T06:45:51Z,2026-03-15T09:28:26Z,6
u68:debian,credential,2026-03-09T14:46:56Z,2026-03-13T02:18:32Z,6
u68:oracle2498,credential,2026-03-10T16:35:58Z,2026-03-11T07:16:25Z,6
u69822:mysql3601,credential,2026-03-09T08:23:49Z,2026-03-09T14:17:57Z,6
